OBJECTID,SITE_NAME,OWNERSHIP,PROTECTION,TYPECODE,DISTRICT,ACRES,ADDRESS,ZonAgg,TypeLong,OS_Own_Jur,OS_Mngmnt,POS,PA,ALT_NAME,AgncyJuris,Shape_STArea__,Shape_STLength__,PARK_ID,REGION,ShapeSTArea,ShapeSTLength
358,Crittenton Hospital,Private, ,6,Allston-Brighton,2.92656298, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,127483.3503,1673.778893
359,Chestnut Hill Reservoir,Commonwealth of Massachusetts,"A97,/NRHP/WPA",2,Allston-Brighton,115.8023318, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,5044439.254,20198.08007
360,Commonwealth Avenue Outbound,City of Boston,,1,Allston-Brighton,5.52780408, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,BPWD,0,0,,PARK_Maintenance_Ground Maintenance,240795.4214,35569.11925
361,Mount St. Joseph's Athletic Fields,Private, ,6,Allston-Brighton,4.19149009, ,Conservation Protection Subdistrict,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,156605.4797,1909.547478
362,Penniman Road Play Area,City of Boston,A97,3,Allston-Brighton,0.7600167,25 Penniman Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Penniman-Hano Play Area,,0,0,,PARK_Maintenance_Region 4,40176.26123,973.8523376
363,O'Day Playground,City of Boston,A97,3,South End,0.71765517,"West Newton, San Juan, & Aquadilla Sts.",Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,31261.61523,713.8232135
364,Fan Pier Plaza,United States of America,Ch91/WPA,1,South Boston,2.36,12 Northern Avenue,Special District,"Malls, Squares & Plazas",NULL, ,N,X,Courthouse Plaza,,0,0,,INFO_Reallocation From Dept,102943.7654,2027.351407
365,Children's Wharf Harborwalk,Private,A97/Ch91/WPA,1,South Boston,0.23,308 Congress Street,Industrial District,"Malls, Squares & Plazas",BPRD,Private,X,X, ,,0,0,,INFO_Reallocation From Dept,10066.42773,765.708006
366,Children's Wharf Park,BRA,A97/Ch91/WPA,3,South Boston,0.94,64 Sleeper St,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD,Private,X,X, ,,0,0,,INFO_Reallocation From Dept,40747.83691,912.9424133
367,Emanuel College Grounds,Private, ,1,Fenway/Kenmore,3.62166311, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,139656.1694,3059.850786
368,Christian Science Plaza,Private, ,1,Fenway/Kenmore,9.91998231, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,432122.1123,6100.239972
369,Harcourt/West Canton Garden,MBTA,A97,5,Back Bay/Beacon Hill,0.05094606, ,Open Space District,Community Gardens,NULL,DCR,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,3410.99585,262.951443
370,Braddock Park,City of Boston,A97,1,South End,0.09217966,27 Braddock Park,Residential District,"Malls, Squares & Plazas",BPRD,BPRD,X,X,Berwick Park,BPRD,0,0,,PARK_Maintenance_Region 5,4015.418213,562.0131517
371,Jenney Plaza,Private, ,1,Central Boston,0.12596551, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,5487.156494,354.0268996
372,Grain Exchange Plaza,City of Boston, ,1,Central Boston,0.05182403, ,Special District,"Malls, Squares & Plazas",NULL, ,N,X, ,PWD,0,0,,INFO_Reallocation From Dept,2257.495361,274.0368166
373,Pagoda Park,MassDOT, ,3,Central Boston,0.34,Opposite 144 Kneeland Str.,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,PARK_Maintenance_Region 1,14674.06396,471.6328379
374,Massachusetts Avenue Malls,City of Boston, ,1,South End,0.43492921,Between 525 & 565 Mass. Ave.,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,PARK_Maintenance_Region 3,18945.85083,4815.74725
375,United Nbhd of Lower Roxbury CG,Commonwealth of Massachusetts, ,5,South End,0.27680273, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,12489.21948,514.3235019
376,Lewis Mall,BHA, ,1,East Boston,1.27120513, ,Open Space District,"Malls, Squares & Plazas",NULL,BHA,N,X, ,,0,0,,INFO_Reallocation From Dept,57725.00269,1694.136133
377,Scarmella/Maverick Square,Commonwealth of Massachusetts, ,1,East Boston,0.39870423, ,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,17367.86792,1019.149367
378,Veterans Park I,MassDOT, ,3,East Boston,0.37,Corner of Decatur and London Sts,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X,London & Decatur Sts Park I,,0,0,,INFO_Reallocation From Dept,16020.38037,618.9056306
379,Veterans Park II,City of Boston,A97,3,East Boston,0.2,76-84 London Street,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,London & Decatur St Park II,,0,0,,INFO_Reallocation From Dept,8662.453369,376.5836806
380,Decatur & Meridian Streets Park,MassDOT, ,3,East Boston,0.2, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,8877.374756,616.3526131
381,East Boston Piers Park,Massport, ,3,East Boston,6.79, ,Open Space District,"Parks, Playgrounds & Athletic Fields",Commonwealth of Massachusetts,Massport,N,X,Piers Park,Massport,0,0,,INFO_Reallocation From Dept,295804.5288,3637.089686
382,Sullivan Square,City of Boston,,1,Charlestown,1.62052496, ,Residential District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,70591.323,1978.602207
383,Caldwell Street Play Area,City of Boston,A97,3,Charlestown,0.11285785,Adjacent to 13 Caldwell,Industrial District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 1,5554.737549,305.96673
384,L Street Beach,City of Boston,A97/Ch91/WPA,2,South Boston,5.57101615, ,Open Space District,"Parkways, Reservations & Beaches",BPRD, ,X,X, ,,0,0,,INFO_Reallocation From Dept,242677.7764,2872.003213
385,M Street Beach,Commonwealth of Massachusetts,A97,2,South Boston,4.40267291, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,191783.8433,4674.623154
386,Stonehill Park,City of Boston,A97,3,Hyde Park,0.31754052,2-16 Raldne St.,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Coast Guard Park,,0,0,,PARK_Maintenance_Region 4,15923.87878,555.3786466
387,Strandway/Castle Island,Commonwealth of Massachusetts,A97,2,South Boston,47.69946623, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X,Fort Independence; Pleasure Ba,,0,0,,INFO_Reallocation From Dept,2077825.688,24033.19499
388,Marine Park,Commonwealth of Massachusetts,A97,2,South Boston,17.19998118, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,749244.5002,5430.675882
389,UMass Harborwalk,Commonwealth of Massachusetts,Ch91/WPA,2,Dorchester,13.08531362, ,Institutional District,"Parkways, Reservations & Beaches",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,570006.3958,10017.69266
390,Malibu Beach,Commonwealth of Massachusetts,A97,2,Dorchester,26.11747726, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,1137697.537,13699.29638
391,Victory Road Park,Commonwealth of Massachusetts,A97,2,Dorchester,6.15465743, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,268101.6462,3019.54857
392,Parkman Memorial,City of Boston,A97/GPOD,3,Jamaica Plain,6.70969084,Perkins Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,292279.3289,4863.358647
393,West Roxbury High School Marsh,City of Boston,WPA,6,West Roxbury,21.19909993, ,Institutional District,Urban Wilds & Natural Areas,NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,935902.9191,4677.880035
394,Mass Art Park,City of Boston, ,1,Fenway/Kenmore,0.15233822, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,6977.026123,399.2072583
395,West Roxbury Parkway,Commonwealth of Massachusetts, ,2,West Roxbury,31.76, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,1378840.483,36054.59926
396,Florida Street Reservation,City of Boston,A97,1,Dorchester,0.06797031, ,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,,INFO_Reallocation From Dept,2960.841797,1034.552257
397,Tenean Beach,Commonwealth of Massachusetts,A97/ACEC,2,Dorchester,8.70153083, ,Open Space District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,379045.4226,4132.543592
398,Cedar Grove Cemetery,Private, ,4,Dorchester,54.21744999, ,Residential District,Cemeteries & Burying Grounds,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,2360139.463,11721.67406
399,Martini Playground,Commonwealth of Massachusetts,A97/WPA,2,Hyde Park,5.77995247, ,Commercial/Office/Business District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,251779.2046,4772.213572
400,Mother Brook I,Private, ,6,Hyde Park,0.37013097, ,Residential District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,PARK_Maintenance_Ground Maintenance,16123.19287,1888.081025
402,Reservation Road Park,City of Boston,A97/WPA,3,Hyde Park,6.19562996,151 Res. Road,Industrial District,"Parks, Playgrounds & Athletic Fields",BCC,BPRD,X,X,Mother Brook II,,0,0,,PARK_Maintenance_Ground Maintenance,406309.2551,4770.622017
403,Colella Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.68814713, ,Commercial/Office/Business District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,29976.22217,712.7367002
404,Neponset Valley Parkway,Commonwealth of Massachusetts,A97,2,Hyde Park,5.4959161, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,238974.2639,8065.034964
405,Dooley Playground,Commonwealth of Massachusetts,A97,3,Hyde Park,0.44495663, ,Residential District,"Parks, Playgrounds & Athletic Fields",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,23331.87109,650.8947042
406,Stony Brook Reservation I,Commonwealth of Massachusetts,A97/Wetlands,2,Hyde Park,292.26, ,Residential District,"Parkways, Reservations & Beaches",DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,12432956.94,40797.43494
407,Patrick J. Kelly Park,Private, ,3,Charlestown,0.14062231, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, , ,,0,0,,PARK_Maintenance_Region 1,10964.17627,553.9269905
408,Clark/Cooper Community Garden,Private,Land Trust,5,Mattapan,5.66, ,Industrial District,Community Gardens,Mass Audubon Society, ,X,X,Clark/Cooper CG,,0,0,,INFO_Reallocation From Dept,246398.8103,2971.18715
409,Rutland Green,BRA, ,5,South End,0.09157466, ,Residential District,Community Gardens,BNAN, ,N, , ,,0,0,,INFO_Reallocation From Dept,3833.274902,266.5791624
410,Follen Garden,MBTA,A97,5,Back Bay/Beacon Hill,0.0870362, ,Open Space District,Community Gardens,NULL,DCR,N, , ,,0,0,,INFO_Reallocation From Dept,4178.729736,305.784698
411,Wellington Common,MBTA, ,5,South End,0.10885189, ,Open Space District,Community Gardens,NULL,DCR,N, , ,,0,0,,INFO_Reallocation From Dept,4741.985352,312.1365032
412,West Springfield Garden,Community Group/Nonprofit,Land Trust,5,South End,0.16481075, ,Open Space District,Community Gardens,BNAN, ,N, , ,,0,0,,INFO_Reallocation From Dept,7179.283691,339.5661324
413,Greenwood Community Garden,BNAN,Land Trust,5,Roxbury,0.20391477, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,8882.685791,377.71144
414,Highland Park 400 Garden,Community Group/Nonprofit,Land Trust,5,Roxbury,0.64040972, ,Residential District,Community Gardens,NULL, ,N, ,Cooper Community Garden Center,,0,0,,PARK_Maintenance_Ground Maintenance,29472.03052,734.4684009
415,Bowditch Garden,Private, ,5,Jamaica Plain,0.13576334, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,5913.956543,316.5446588
416,Minton Stable Garden,BNAN,Land Trust,5,Jamaica Plain,1.2,102R-104A Williams Street,Open Space District,Community Gardens,NULL, ,N,X,Williams Street III Urban Wild,,0,0,,INFO_Reallocation From Dept,52298.20996,1326.599085
417,McBride Garden,MBTA,A97,5,Jamaica Plain,0.06163187, ,Open Space District,Community Gardens,NULL,DCR,N, , ,,0,0,,INFO_Reallocation From Dept,2684.732422,241.983039
418,Kennedy Garden,Commonwealth of Massachusetts,A97,5,Mattapan,0.15963181, ,Open Space District,Community Gardens,DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,6953.685547,336.2579749
419,White Stadium,City of Boston,A97,3,Roxbury,12.57331008, ,Open Space District,"Parks, Playgrounds & Athletic Fields",George Robert White Fund,BPS,X,X, ,,0,0,,INFO_Reallocation From Dept,547703.1245,2960.776484
420,Beth Israel/Deaconess Plaza,Private, ,1,Fenway/Kenmore,0.50150988, ,Institutional District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,21846.15869,738.9506605
421,Rivermoor I,United States of America,A97,6,West Roxbury,7.71360557, ,Open Space District,Urban Wilds & Natural Areas,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,336953.2302,4406.993864
422,Havey Beach,Commonwealth of Massachusetts,A97/WPA,2,West Roxbury,15.3277103, ,Open Space District,"Parkways, Reservations & Beaches",DCR,DCR,X,X,Roche Family Rink,DCR,0,0,,INFO_Reallocation From Dept,662021.0001,7696.022508
423,Millennium Park I,City of Boston,SURF/WPA,3,West Roxbury,91.65,300 Gardner Str.,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL,BPRD,X,X,Gardner Street Park,,0,0,,PARK_Maintenance_Region 4,3992302.133,9539.997278
424,South Street Mall,City of Boston,A97,1,Jamaica Plain,0.08138799,South & Child Sts,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,,INFO_Reallocation From Dept,4008.348145,312.5548277
425,First Church Cemetery,Private, ,4,Jamaica Plain,0.62830435, ,Residential District,Cemeteries & Burying Grounds,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,27369.42456,678.7713348
426,Golden Stairs Terrace Park I,City of Boston,A97,3,East Boston,0.17, ,Residential District,"Parks, Playgrounds & Athletic Fields",BCC,BPRD,X,X,Terrace Park,,0,0,,PARK_Maintenance_Region 1,7426.335693,348.8615178
427,The Rockies,City of Boston,A97,6,East Boston,0.72777625, ,Open Space District,Urban Wilds & Natural Areas,BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,31122.28003,1248.035784
428,Childe Hassam Park,City of Boston,A97,1,South End,0.06016341, ,Residential District,"Malls, Squares & Plazas",BPRD, ,X,X,Goldweitz Park,,0,0,,PARK_Maintenance_Region 5,2642.494629,266.2310256
429,Roxbury Heritage State Park II,City of Boston,,3,Roxbury,0.35, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL,DCR,N,X,Dillaway Thomas House,,0,0,,INFO_Reallocation From Dept,15127.54175,496.8038788
430,Kittredge-Linwood Parcel,BNAN,Land Trust,7,Roxbury,0.1638802, ,Open Space District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, , ,0,0,,INFO_Reallocation From Dept,6713.947998,329.0344854
431,Nellie Miranda Memorial Park,City of Boston,A97,3,Dorchester,0.09, ,Residential District,"Parks, Playgrounds & Athletic Fields",BPRD,BPRD,X,X, ,BPRD,0,0,,PARK_Maintenance_Ground Maintenance,3806.549561,252.1101619
432,Grove Hall Plaza,City of Boston, ,1,Roxbury,0.09250954, ,Open Space District,"Malls, Squares & Plazas",NULL,BRA,N,X, ,,0,0,,PARK_Maintenance_Region 5,3848.190186,282.1961871
433,St Rose Street Garden,BNAN,Land Trust,5,Jamaica Plain,0.0780558, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,INFO_Reallocation From Dept,3219.976318,232.0451753
434,Commonwealth Plaza,MassDOT, ,1,Allston-Brighton,0.15673393, ,Institutional District,"Malls, Squares & Plazas",NULL,Private,N,X, ,,0,0,,INFO_Reallocation From Dept,6827.451904,452.5643083
435,Mendoza Square,City of Boston, ,1,East Boston,0.03237484,435 Bennington St.,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,PARK_Maintenance_Ground Maintenance,1410.273193,163.8618326
436,Centre Place Garden,City of Boston, ,5,Roxbury,0.13660536, ,Residential District,Community Gardens,NULL, ,N, , ,,0,0,,PARK_Maintenance_Region 5,6824.618896,341.3805568
437,Highland Avenue Community Garden,BNAN,Land Trust,5,Roxbury,0.10061459, ,Open Space District,Community Gardens,NULL, ,N, , , ,0,0,,INFO_Reallocation From Dept,4351.118164,259.430095
438,Allan Crite Garden I,City of Boston,Land Trust,5,Roxbury,0.4036074, ,Residential District,Community Gardens,NULL,Cooper Community Garden Ctr,N, , ,,0,0,,INFO_Reallocation From Dept,16717.33789,803.9668442
439,Chestnut Hill Reservoir Garden,Commonwealth of Massachusetts,A97,5,Allston-Brighton,0.11361635, ,Open Space District,Community Gardens,DCR, ,X,X, ,,0,0,,INFO_Reallocation From Dept,4949.216553,289.0884017
440,Ohrenberger Recreation Complex,City of Boston, ,3,West Roxbury,3.79797555, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,165442.7438,3302.852319
441,Boston University Ball Diamond,Private, ,3,Allston-Brighton,1.67668525, ,Institutional District,"Parks, Playgrounds & Athletic Fields",NULL, ,N, ,Ashford Str. Field,,0,0,,INFO_Reallocation From Dept,73037.7085,1076.742177
442,Oak Square,City of Boston,A97,1,Allston-Brighton,0.27145612,427 Faneuil Str.,Open Space District,"Malls, Squares & Plazas",BPRD, ,X,X, ,,0,0,,PARK_Maintenance_Region 4,11824.8396,558.0038821
443,Wilson Square,City of Boston, ,1,Allston-Brighton,0.05817535,Intersection of Dunboy & Perthshire,Open Space District,"Malls, Squares & Plazas",NULL, ,N,X,Frederick S. Wilson Square,,0,0,,PARK_Maintenance_Region 4,2534.164063,249.3887338
444,Copley Place Plaza,MassDOT, ,1,Back Bay/Beacon Hill,0.28932601, ,Special District,"Malls, Squares & Plazas",NULL,Private,N,X, ,,0,0,,INFO_Reallocation From Dept,12603.26636,483.4740489
445,Marketplace Plaza I,BRA, ,1,Central Boston,0.29, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,12798.21851,741.6657053
446,Marketplace Plaza II,Private, ,1,Central Boston,0.1, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,4292.554443,266.0487773
447,Liberty Square,City of Boston,Browne Fund,1,Central Boston,0.02934972, ,Commercial/Office/Business District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,1278.496826,146.2800948
448,Little Mystic Access Area,BRA,A97/LWCFCh91/WP,3,Charlestown,2.07, ,Special District,"Parks, Playgrounds & Athletic Fields",NULL, ,X, , ,,0,0,,INFO_Reallocation From Dept,89985.60059,2090.818434
449,Corey Street Court,BHA, ,3,Charlestown,0.17552117, ,Residential District,"Parks, Playgrounds & Athletic Fields",NULL,BHA,N,X, ,,0,0,,INFO_Reallocation From Dept,7645.838135,363.7661158
451,Joe Moakley Park,City of Boston,A97,3,South Boston,58.77242512,1187 Columbia Road,Open Space District,"Parks, Playgrounds & Athletic Fields",BPRD, ,X,X,Columbus Park,,0,0,,PARK_Maintenance_Region 2,2560172.352,7177.036194
452,Children's Museum Plaza,Private,Ch91/WPA,1,South Boston,0.44,312 Congress Street,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,19156.11304,1023.812085
453,Boston Design Center Plaza,BRA, ,1,South Boston,0.61467077, ,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,33168.9021,1248.6038
454,Dry Dock Plaza,BRA, ,1,South Boston,0.24, ,Industrial District,"Malls, Squares & Plazas",NULL, ,N,X, ,,0,0,,INFO_Reallocation From Dept,10368.47852,877.307686
455,Marine Industrial Park Entrance I,BRA, ,1,South Boston,1.24, ,Industrial District,"Malls, Squares & Plazas",NULL,BRA,N,X, ,,0,0,,INFO_Reallocation From Dept,54281.7085,2243.216102
